,Governor ID,Name,Date,Ranking,KVK Contrib,Kills Contrib,Deads Contrib,RSS Contrib,Power,PreKVK Power,Total Kills,Power / KVK Contrib
757,55179400,Slayer X Lexa,2022-01-01,541,3634070.0,155432,3478638,0.0,30163139.0,29425312.0,321015,8.30009851213653
785,85461131,乂DEAD MAN乂,2022-01-01,583,2981972.0,1462076,1279896,240000.0,30200771.0,28095760.0,921966,10.127784902071514
744,47030081,Marreta Preta I,2022-01-01,1158,0.0,0,0,957834.8840000001,30256117.0,29994417.0,0,inf
780,72628943,Grrlglglg,2022-01-01,1097,0.0,0,0,3456000.0039999997,30265729.0,28463597.0,0,inf
984,96253628,Dr Ragnarson,2022-01-01,589,2903664.4,1531480,1132830,239354.4,30308117.0,24874525.0,1009135,10.437885659238031
752,96273739,KillerX Nnoitra,2022-01-01,989,0.0,0,0,0.0,30336797.0,29749647.0,0,inf
864,80727532,M3llow Orphic,2022-01-01,467,5053138.0,1693658,2575800,783680.0,30351125.0,26455117.0,1330778,6.006391473971224
809,89303794,busdriver02,2022-01-01,814,205672.0,102836,0,600000.0,30405790.0,27446025.0,56139,147.83631218639388
805,90184186,D U N K E R,2022-01-01,551,3487310.0,1344092,2143218,0.0,30459924.0,27586665.0,820769,8.73450424539258
746,7696305,BunnyOfImpurity,2022-01-01,515,4113910.0,816761,1240194,3040000.0,30463847.0,29936520.0,620040,7.405083485054364
737,62351996,Pirate Nanaメ,2022-01-01,491,4450785.0,1560559,2858226,32000.0,30495546.0,30195216.0,1024996,6.851723010659917
764,83303668,Slayer XTogepik,2022-01-01,531,3857382.9960000003,1632639,2208744,15999.996,30520500.0,29116167.0,1280356,7.912229620872212
849,82428994,sᴿ Mentum,2022-01-01,704,1336499.0,303137,1033362,0.0,30533649.0,26674855.0,217400,22.845994647208865
818,86570708,ロストチャイルド,2022-01-01,840,82162.0,41081,0,1920000.0,30538941.0,27317394.0,83785,371.69179182590494
666,60141103,Talivan MX,2022-01-01,376,7237971.0,3932985,3304986,0.0,30576369.0,32584291.0,2635760,4.224439280013694
881,91433759,Moonraiser 2,2022-01-01,749,735321.0,192429,542892,0.0,30590251.0,26125553.0,134214,41.60122041938147
773,22967631,Pirate Bellamy,2022-01-01,691,1489104.0,544320,944784,0.0,30617359.0,28826791.0,373519,20.56092724215367
787,74240206,Harryslad,2022-01-01,770,495633.0,495633,0,0.0,30628223.0,28037203.0,344093,61.79617378181033
803,81517208,City xpd,2022-01-01,898,3734.0,1867,0,2460000.0,30633210.0,27611362.0,1154,8203.859132297805
927,95680616,ɪɴsᴀɴᴇ,2022-01-01,545,3593366.0,844258,2625108,124000.0,30644226.0,25518860.0,611197,8.528000209274536
814,85942663,チュパ,2022-01-01,843,75684.0,37842,0,1420000.0,30724069.0,27386970.0,37842,405.95197135457954
775,64873354,Mini MongD,2022-01-01,1078,0.0,0,0,4000000.0,30796071.0,28779798.0,0,inf
828,96188922,PrZBeeblebrox,2022-01-01,394,6705994.36,4176060,2513934,16000.36,30820621.0,27014217.0,2797194,4.595980751764307
731,62548492,Slayer Almada,2022-01-01,752,689292.0,249300,439992,0.0,30844780.0,30252787.0,146227,44.74849555776072
726,84422173,Cr3epsReborn,2022-01-01,524,3946128.06,1593002,2231250,121876.06,30855631.0,30376213.0,1189751,7.819216845182668
816,96675956,Legend MoRpeh シ,2022-01-01,599,2744982.66,1305846,1193490,245646.66,30875773.0,27352166.0,1598834,11.24807578930207
863,68734401,Kayy00,2022-01-01,767,527528.552,134552,392976,0.552,30902188.0,26474546.0,82216,58.57917620352803
739,83345137,Leo 0,2022-01-01,874,16992.0,8496,0,4000000.0,30923137.0,30178220.0,22932,1819.8644656308852
903,95677203,Mr GerNbET,2022-01-01,277,10310811.027999999,4587543,4403268,1320000.028,31019956.0,25866689.0,3210128,3.0084884608749327
774,84061546,Moustfa,2022-01-01,739,811763.0,444537,191226,176000.0,31045529.0,28795753.0,382521,38.24457261540622
949,96249805,Legend Heimam,2022-01-01,370,7303853.0,3883039,2876814,544000.0,31051169.0,25246453.0,22952454,4.251340901850024
486,68694772,nguyennopro,2022-01-01,239,11889710.0,521156,11368554,0.0,31091624.0,38955818.0,314942,2.6150027208401214
720,56131025,Åmmōnïå,2021-12-14,773,468461.0,468461,0,0.0,31092765.0,30595679.0,267681,66.37215264451042
736,88010657,LegendsNevaDie,2022-01-01,859,43464.0,21732,0,2198019.9359999998,31118543.0,30205719.0,10867,715.9613243143751
670,80223445,Slayer 乂 Yput,2022-01-01,418,6174643.0,2975647,3198996,0.0,31144278.0,32427060.0,2451162,5.043899380093715
707,4,SoujiroLEE,2021-11-22,1080,0.0,0,0,0.0,31166323.0,31166323.0,0,inf
718,75577618,Slayer ˣ The0,2022-01-01,682,1621174.0,491416,1129758,0.0,31181590.0,30692601.0,309479,19.23395637975936
734,27364120,BokutoTW,2022-01-01,757,620172.0,59820,250266,3863452.108,31205650.0,30224820.0,59820,50.31773443496321
714,80343055,M3llowSlice,2022-01-01,409,6318246.372,1235332,5009760,73154.372,31225580.0,30919011.0,813385,4.942127635031703
535,96708632,Kuzäッ,2022-01-01,285,9949853.0,861305,9088548,0.0,31226718.0,36438179.0,645507,3.1384099845495204
771,84472406,Antź,2022-01-01,642,2105091.0,1190943,914148,0.0,31235936.0,28941603.0,1105859,14.838283000592373
750,83594081,SlayerDmoniak93,2022-01-01,598,2748919.0,853921,1894998,0.0,31340207.0,29825311.0,558958,11.400920507297595
767,77645158,BankOfRisk人,2022-01-01,789,334944.0,167472,0,880000.0,31350025.0,28996878.0,167472,93.59781038024266
846,51276356,Fakiu BB,2022-01-01,1121,0.0,0,0,3522942.472,31361874.0,26747459.0,0,inf
784,79394174,CisiliA JR,2022-01-01,765,548540.0,274270,0,4000000.0,31363875.0,28135955.0,291992,57.1770062347322
778,81531635,LUKMAN ARCHER,2022-01-01,788,336346.0,168173,0,4000000.0,31508678.0,28539595.0,168173,93.67935994481873
839,95677008,Brals ᴾᴴ,2022-01-01,571,3096157.528,1007073,549084,1540000.5280000002,31550728.0,26848667.0,727549,10.190285124278082
800,97642297,M3LLOW SQUIRREL,2022-01-01,569,3119409.0,1284509,1374900,460000.0,31554160.0,27760690.0,1054937,10.11542891618252
782,76760949,SAAD EVIL,2022-01-01,339,8230483.884,5261652,2202072,766759.8840000001,31559708.0,28253496.0,3303015,3.8344899819744307
727,84468452,Dr Bruce,2022-01-01,411,6307550.0,634120,5153430,520000.0,31580939.0,30337780.0,437601,5.006847191064677
756,96265564,M3llow Quinton,2022-01-01,461,5138602.0,2190372,2728230,220000.0,31624497.0,29443737.0,1764570,6.154299749231406
929,95677955,Ryoujii,2022-01-01,758,618880.0,351654,263226,4000.0,31656567.0,25459268.0,275500,51.15138152792141
776,15856222,I Am NoTTeA,2022-01-01,509,4164245.0,642211,2774034,748000.0,31720820.0,28720535.0,639839,7.617424046856033
745,95679756,Anbu Charlotte,2022-01-01,1204,0.0,0,0,2060000.0,31746530.0,29973934.0,0,inf
712,78782252,analuiso,2021-12-14,909,696.0,696,0,0.0,31778271.0,30952666.0,348,45658.43534482759
751,53399282,Memorize 150421,2022-01-01,781,426473.0,343115,83358,0.0,31916827.0,29808543.0,203570,74.83903318615715
703,54234687,SoujiroLEE,2022-01-01,841,76918.0,76918,0,0.0,31917115.0,31328035.0,52232,414.9498816921917
717,66374084,M3llow Pe㋛rs,2022-01-01,375,7238608.0,2462924,3543684,1232000.0,31925830.0,30734884.0,1978673,4.410493011916103
742,10205602,Sherl0cked,2022-01-01,1036,0.0,0,0,0.0,31962853.0,30068248.0,0,inf
701,80207342,WaterM3llow,2022-01-01,427,6023296.032000001,2648131,2133702,1241463.032,31981853.0,31358008.0,2099329,5.309693036850558
747,20605198,AfroditA I,2022-01-01,1125,0.0,0,0,3003643.852,32031095.0,29908932.0,0,inf
683,0,LiarsV,2021-11-22,1267,0.0,0,0,0.0,32040216.0,32040216.0,0,inf
662,69090210,Slēep,2022-01-01,241,11720633.004,2994460,7383558,1342615.004,32098354.0,32796854.0,1956785,2.738619491715637
711,56567751,piratepunisher,2022-01-01,726,981825.0,526137,455688,0.0,32144569.0,30965478.0,348782,32.73961143788353
762,71224394,ScReamOuS,2022-01-01,699,1373272.0,616486,696786,60000.0,32176677.0,29167579.0,491518,23.4306655928323
725,4209884,AndrewB2017,2022-01-01,1114,0.0,0,0,2445487.004,32192897.0,30383929.0,0,inf
740,84489261,busdriver01,2022-01-01,741,779361.0,141809,477552,160000.0,32223470.0,30146054.0,107961,41.34601295163602
743,87137976,Pirate Drughi,2022-01-01,615,2505478.0,1510666,994812,0.0,32263633.0,30055323.0,1084321,12.877236599163911
708,44986862,SAYUR KÖL,2022-01-01,416,6194565.0,1657231,4409334,128000.0,32269361.0,31104453.0,1360179,5.209302186674932
691,6432716,Not RK,2022-01-01,756,633884.0,271770,162114,200000.0,32301200.0,31697434.0,230155,50.95758845466994
689,78599363,Suepapi,2022-01-01,326,8552637.02,3845511,2931126,1776000.02,32358321.0,31784696.0,2821401,3.7834320484233532
733,76153330,slayerxCROSFIRE,2022-01-01,667,1829277.0,660553,968724,200000.0,32369530.0,30238305.0,472390,17.6952588372346
735,28653501,Ru Gaming,2022-01-01,646,2033883.0,1382439,651444,0.0,32374412.0,30209507.0,1230558,15.917539012814405
749,11963714,PIRATE Zebu,2022-01-01,685,1584354.0,466090,678264,440000.0,32382089.0,29831397.0,371812,20.438670271921552
806,95674238,VoidPsycho,2022-01-01,324,8608694.0,4556296,3712398,340000.0,32401983.0,27514050.0,3000896,3.7638674344796086
698,67609112,EKSESô,2022-01-01,445,5499737.172,2147644,2555856,796237.172,32416358.0,31451995.0,2132184,5.894164936651267
671,5091253,NotSpicyMikee,2022-01-01,846,57774.0,57774,0,0.0,32419892.0,32323776.0,28889,561.1502059750061
748,36594863,ナハト ファウスト,2022-01-01,879,14430.0,14430,0,0.0,32435113.0,29908544.0,14430,2247.7555786555786
690,69967186,乂TekasHI乂,2022-01-01,354,7746794.116,6142408,1356432,247954.116,32454704.0,31739347.0,4173218,4.189436754614275
692,61983631,FDantss,2022-01-01,1159,0.0,0,0,2379223.5919999997,32546213.0,31615838.0,393145,inf
790,79488330,ᴰᵀVƯƠNG,2022-01-01,842,76409.0,76409,0,0.0,32546692.0,28015606.0,47115,425.9536442042168
722,81532426,pąpůť,2022-01-01,1273,0.0,0,0,0.0,32567898.0,30422866.0,0,inf
866,96549640,〤MôSsMô〤,2022-01-01,746,750223.0,552539,102024,95660.0,32575488.0,26401795.0,487006,43.421073467489
705,83529205,Mikhæl,2022-01-01,793,315405.0,229013,46392,40000.0,32589577.0,31266780.0,529064,103.32612672595552
812,96547985,〤Amskit〤,2022-01-01,381,7096349.0,2982093,2810256,1304000.0,32636532.0,27428087.0,2161134,4.5990596009299995
660,61647508,Oddᵗᵘᵍᵃ,2022-01-01,703,1346584.0,758456,268128,320000.0,32707454.0,32812636.0,4603812,24.28920438680394
870,84087218,Slayer 乂 Dext,2022-01-01,568,3121329.0,1900187,1203342,17800.0,32717896.0,26330507.0,1479972,10.482040182242883
668,85229521,Nuạnoi,2022-01-01,750,720750.0,178095,182280,4000000.0,32723214.0,32473728.0,320529,45.40161498439126
758,89617826,GeasLite,2022-01-01,774,456836.0,456686,150,0.0,32851373.0,29253183.0,340286,71.91064846027896
652,79799254,KillerXLeonidas,2022-01-01,867,26818.0,26818,0,0.0,32982442.0,32967542.0,26818,1229.862107539712
721,85773434,We7ed Evilメ,2022-01-01,398,6554276.568,4303820,2210028,40428.568,32985716.0,30450631.0,3253699,5.0327012688244555
621,73393192,Pirate LoMboK,2022-01-01,333,8395092.0,2544048,5747124,103920.0,33033123.0,34145067.0,2236530,3.934813698289429
682,44071135,Fiona BASH,2022-01-01,1153,0.0,0,0,2540000.012,33041126.0,32062945.0,0,inf
581,75316554,Sartorial Man,2022-01-01,792,317408.0,158704,0,4000000.0,33060696.0,35098279.0,144914,104.15835769734852
680,85506145,césar le bon,2022-01-01,506,4199963.996,1295672,2472612,431679.99600000004,33172285.0,32167687.0,1067987,7.898230801881378
693,76058615,LYN ZERO,2022-01-01,801,279047.0,279047,0,0.0,33217001.0,31565951.0,170923,119.0372983762592
772,96191862,ExileANt,2022-01-01,505,4229847.0,2333031,1896816,0.0,33218982.0,28848891.0,3464382,7.853471295770272
700,80858495,Slayer ROSE,2022-01-01,816,188898.0,148898,0,40000.0,33231445.0,31389843.0,97952,175.92269372889072
741,74264682,Spider mansasin,2022-01-01,590,2903112.0,383020,2320092,200000.0,33255590.0,30108043.0,831190,11.455152264190978
627,69584739,Death Z7o55,2021-12-14,443,5652703.0,2532781,3119922,0.0,33350882.0,33767191.0,1657869,5.899988377241826
723,96291019,紫英 Amethy,2022-01-01,338,8296055.0,6340107,1935948,20000.0,33359752.0,30406092.0,6528135,4.021158490390914
760,68635481,Harald OG,2022-01-01,622,2407121.0,1424903,982218,0.0,33466924.0,29230347.0,1935491,13.90329941868315
824,96119113,Aɢɴɪ,2022-01-01,464,5100559.0,3056991,2023968,19600.0,33509369.0,27170419.0,2062606,6.569744414288708
710,86290332,SM Jupiter 98,2022-01-01,849,56358.0,1305,26874,4000000.0,33527708.0,31049828.0,10639,594.9059228503495
695,63354285,乂JØN GØD乂,2022-01-01,374,7240028.016,2845576,4354452,40000.016,33570002.0,31520583.0,2501777,4.636722665411299
702,84934733,Little Jūles,2022-01-01,688,1531481.0,783663,715818,32000.0,33672418.0,31338553.0,903384,21.986833659705866
679,38821571,Katara0304,2022-01-01,885,11328.0,11328,0,0.0,33724463.0,32169162.0,125621,2977.0888947740114
688,65107216,SlayerX Blablaa,2022-01-01,753,670754.0,361490,69264,240000.0,33739865.0,31865044.0,301945,50.3013996189363
716,90147351,ProfZebu,2022-01-01,653,1946657.0,833017,953640,160000.0,33785062.0,30734948.0,646807,17.355426251260493
686,64319584,Lýnx Boss Farm,2022-01-01,872,20012.0,10006,0,4000000.0,33792398.0,31944389.0,5003,1688.606735958425
677,15570213,Laffty,2022-01-01,422,6154704.076,2653525,3237468,263711.076,33869770.0,32176650.0,1994243,5.5030704290192745
724,83318918,Slayer aBo Rwan,2022-01-01,710,1244495.0,870363,299412,74720.0,33879083.0,30399003.0,686059,27.22315718423939
788,83321029,AlbabtooˣSalyr,2022-01-01,769,506272.0,405856,100416,0.0,33921711.0,28036222.0,308302,67.00293715631123
687,85461302,Atyaf H,2022-01-01,865,34136.0,34136,0,0.0,33932299.0,31940287.0,22600,994.0326634637919
678,81439535,LOKI123,2022-01-01,423,6147845.0,4098797,1929048,120000.0,33982006.0,32169946.0,3503126,5.527466291033687
609,69972191,August ᴰᴷ,2022-01-01,522,3989363.0,1950749,2038614,0.0,34051707.0,34449320.0,1288628,8.53562511107663
681,76112824,Cim Cimeterium,2022-01-01,490,4452866.0,1781468,2671398,0.0,34060876.0,32108533.0,1475766,7.649203007680896
632,29028720,BloodhounderSpy,2022-01-01,315,8968183.0,1605321,7142862,220000.0,34067244.0,33704632.0,1154559,3.7986785060028323
669,76585321,A i n gˢᶠ,2022-01-01,582,2991920.0,1244834,1747086,0.0,34076336.0,32430812.0,877038,11.38945426348298
667,84457284,Doctor Magu,2022-01-01,520,4000651.0,1254961,2745690,0.0,34118910.0,32541794.0,908629,8.528339512744301
699,84899781,LUKMAN CAVA,2022-01-01,714,1202350.0,601175,0,4000000.0,34157089.0,31421030.0,610553,28.408607310683244
620,95679932,Darth Guy,2022-01-01,1203,0.0,0,0,0.0,34159532.0,34159532.0,0,inf
674,80565868,EVANGELION02,2022-01-01,1278,0.0,0,0,4000000.0,34177425.0,32229000.0,0,inf
885,97127787,AmeAmeAmeAmeAme,2022-01-01,353,7789481.0,5769509,2019972,0.0,34212198.0,26092836.0,3746635,4.3921023749849315
648,60304697,Slayer X Jixco,2022-01-01,777,446783.0,402553,28038,16192.0,34247333.0,33299077.0,299349,76.6531694357216
624,66284657,亗Pirate Lee,2022-01-01,533,3772383.0,2150653,1481730,140000.0,34360541.0,33873255.0,1676463,9.10844445009958
553,66408786,Eriegums,2022-01-01,401,6506322.0,2005056,4501266,0.0,34363068.0,35847951.0,1416279,5.28148898870975
697,86151634,I Am Brayan,2022-01-01,624,2396314.736,1481320,712050,202944.736,34422118.0,31487692.0,1272069,14.36460640285442
616,4445859,not ryn,2022-01-01,694,1439705.0,732635,707070,0.0,34436603.0,34217731.0,548568,23.919207754366347
565,61086085,Pirate Baio,2022-01-01,437,5770880.0,2347244,3375636,48000.0,34448431.0,35351778.0,1556112,5.969354933736276
658,72197579,QuuenBankk,2021-12-29,1279,-8190056.0,170978,-4266006,1360000.0,34452135.0,32828505.0,170978,-4.206581127162012
618,66765325,ツĀV㋛ŤĀŔ,2022-01-01,407,6337680.0,2721094,3596586,20000.0,34474051.0,34175343.0,2091467,5.439537969730249
631,71366499,HarryPoTHeaD420,2022-01-01,488,4482103.024,1086374,3022668,373061.024,34553238.0,33737912.0,713430,7.709157468041279
650,91606916,Slayer X BTK,2021-12-14,779,434604.0,217302,0,2174877.368,34604874.0,33079914.0,121882,79.62391970621532
676,23947755,Old Theory,2022-01-01,824,145208.0,145208,0,0.0,34719541.0,32177200.0,96066,239.10212247259105
614,64576781,Lil Flamma,2022-01-01,1079,0.0,0,0,3975888.252,34723705.0,34348019.0,0,inf
561,71406414,Kraken Paris,2022-01-01,361,7638923.0,1528251,3930672,2180000.0,34791632.0,35454050.0,1039524,4.554520578359018
661,92000528,G U E V A R Aツ,2022-01-01,469,5004799.108,2880375,1916424,208000.108,34810793.0,32797585.0,2007599,6.955482577583612
664,83681926,FREEZEDOM,2022-01-01,507,4189756.0,2540240,1569516,80000.0,34836740.0,32695033.0,2002188,8.314741956333496
589,70797559,Rifmoplet,2021-12-14,886,10882.0,5441,0,516189.664,34858337.0,35009349.0,5441,3203.302426024628
936,91218417,Koruoa MINI,2022-01-01,591,2895103.0,1438693,1456410,0.0,34914807.0,25389909.0,1141533,12.05995330736074
647,62903562,Kvitravn Q,2022-01-01,822,151116.0,75558,0,3461184.0039999997,34932834.0,33328103.0,89022,231.1656872865878
713,80358024,Pirate Storm,2022-01-01,1254,0.0,0,0,0.0,34963437.0,30935560.0,0,inf
583,31074420,iKingRagnar,2022-01-01,458,5181960.0,1854972,3291900,35088.0,34990826.0,35069733.0,1320301,6.752430740492015
593,63389548,Jenderal Semut,2021-12-14,1152,0.0,0,0,0.0,34991657.0,34991657.0,0,inf
628,63498244,oDVHo F1,2022-01-01,1150,0.0,0,0,1654200.476,34996896.0,33752389.0,0,inf
541,63478483,Pirate Zapp,2022-01-01,360,7647150.0,2570526,5076624,0.0,35059080.0,36233217.0,1979839,4.584594260606893
655,56911574,Ahok OG,2022-01-01,379,7153846.0,2387408,4686438,80000.0,35064899.0,32905112.0,1666943,4.901545126914949
643,55986797,Slayer X Leoboy,2022-01-01,1116,0.0,0,0,4000000.0,35110052.0,33462480.0,0,inf
619,87426831,Jöss īī,2022-01-01,358,7662547.0,2806117,4856430,0.0,35168787.0,34168309.0,2117894,4.589699351925672
579,19025454,Rexy Scarlet,2022-01-01,1144,0.0,0,0,0.0,35222350.0,35140510.0,0,inf
645,28491704,Low Fi Daver,2022-01-01,903,2380.0,1190,0,80000.0,35229710.0,33406417.0,1190,14802.399159663866
635,82308267,M3llow bsunny,2022-01-01,417,6192152.004,2722458,3389694,80000.004,35297657.0,33667818.0,1846649,5.700386065651886
654,67548799,JOSE2,2022-01-01,566,3180465.0,382635,2173830,624000.0,35332332.0,32910133.0,279569,11.1091717720522
590,30844064,Crystål,2022-01-01,1211,0.0,0,0,3812533.432,35371659.0,35004043.0,0,inf
768,96219972,Craneokid,2022-01-01,377,7222988.0,3438458,3784530,0.0,35431921.0,28984095.0,2180646,4.905438164925651
563,52148124,JamesVeryT,2021-12-14,1131,0.0,0,0,0.0,35437821.0,35437821.0,0,inf
601,39751049,Pirate Nebu II,2022-01-01,1066,0.0,0,0,2520000.0,35441571.0,34862777.0,0,inf
637,84468847,ᴰᴴWidoW,2022-01-01,762,560084.0,250838,309246,0.0,35472563.0,33603724.0,216992,63.33436234564815
659,85261054,ᴼˢGrupeFrait,2022-01-01,607,2632230.0,2097144,535086,0.0,35528019.0,32823856.0,1575738,13.497307986004262
529,17647992,Laokiror,2022-01-01,262,10906580.0,2205622,4700958,4000000.0,35562776.0,36691359.0,7350844,3.2606716312537936
606,80867484,RussDaRabbit VS,2022-01-01,1276,0.0,0,0,0.0,35564643.0,34627627.0,0,inf
612,20619443,xM3llow KiNg,2022-01-01,853,49488.0,24744,0,1354418.956,35564671.0,34407281.0,24744,718.6524207888781
521,34359083,YONUS,2022-01-01,595,2789389.0039999997,858373,1931016,0.004,35568465.0,37158883.0,565422,12.75134624428311
644,73399169,SlicckRiick,2022-01-01,432,5913457.0,4825697,647760,440000.0,35599277.0,33412980.0,3207138,6.020044958473529
582,1518877,Mini Marsh 02,2022-01-01,1091,0.0,0,0,0.0,35612607.0,35080665.0,0,inf
663,85766430,Berserkerシ,2022-01-01,323,8625962.992,7167985,1383606,74371.992,35643799.0,32733057.0,4693711,4.1321530167770515
653,84623577,Adley H,2022-01-01,601,2719353.0,1848993,870360,0.0,35744603.0,32918202.0,1442104,13.144524818955096
704,55587705,MBDB,2022-01-01,669,1747203.0,834825,852378,60000.0,35814378.0,31269528.0,534947,20.498120710644383
696,95668784,Changé 嫦娥,2022-01-01,684,1616608.0,1495980,20628,100000.0,35849589.0,31492268.0,1951422,22.17580823551535
425,84507550,Wenskiee,2022-01-01,177,14869555.0,497005,14372550,0.0,35917842.0,41741917.0,308311,2.4155290457582623
617,24899358,Ranger 61,2022-01-01,1065,0.0,0,0,0.0,35924799.0,34214367.0,0,inf
539,81263107,Cimeng OG,2022-01-01,204,13327924.0,3113604,6214320,4000000.0,35951430.0,36300082.0,2253285,2.6974516061166014
570,84039013,ヤGetLost,2022-01-01,815,191170.0,95585,0,2775326.588,35998716.0,35272830.0,95622,188.30734947952084
797,90084857,SlayerˣTjoho,2022-01-01,729,937684.0,702040,235644,0.0,36002809.0,27827649.0,497931,38.395460517615746
656,70132784,火 FUEGOLEON,2022-01-01,387,6944029.0,3310303,3585726,48000.0,36043401.0,32887516.0,2398875,5.190560264077238
642,83956095,Kyłe,2022-01-01,236,11932226.275999999,6819334,5012892,100000.276,36048155.0,33544909.0,4918492,3.0210753774009307
672,65094873,PirateLapu2x,2022-01-01,817,179711.0,179711,0,0.0,36070624.0,32302774.0,174336,200.71461401917523
754,89893125,ᴍʀ Delaney,2022-01-01,594,2814813.0,1349193,1454580,11040.0,36115867.0,29555122.0,964068,12.830645232916005
753,49691603,Pirate of Death,2022-01-01,799,284694.0,142347,0,283335.596,36143469.0,29585618.0,94793,126.95549958903243
501,79498103,I M StoneBank,2022-01-01,133,17769841.496,10174166,6821358,774317.4959999999,36163360.0,38003250.0,7709982,2.035097499780197
587,22926716,Executioner V3,2022-01-01,889,9446.0,4723,0,1195293.496,36165651.0,35052965.0,4723,3828.673618462841
600,77427239,shark vn,2022-01-01,577,3032171.0,548937,2103234,380000.0,36180004.0,34867683.0,339249,11.932046048854104
629,71841266,火 Z E Y Z,2022-01-01,740,784549.0,311971,472578,0.0,36205766.0,33752019.0,224262,46.14850825123734
532,50379414,Slayer X Stag,2022-01-01,309,9119092.0,968472,7390620,760000.0,36211863.0,36590846.0,727291,3.97099437093079
557,80264477,M3llow Angelヅ,2022-01-01,287,9832027.0,2985777,5606250,1240000.0,36257673.0,35660339.0,2371336,3.687710886066525
543,67130734,Pirate R4J44,2022-01-01,355,7733568.0,2174430,5559138,0.0,36281236.0,36198360.0,1665888,4.691396778304658
528,81750678,GÃËTØŪ,2022-01-01,329,8481061.004,4904939,3556122,20000.004,36327350.0,36825334.0,4815672,4.283349687364187
538,34330811,Mini HYDRA,2022-01-01,893,6964.0,3482,0,2325634.3959999997,36368877.0,36307277.0,1741,5222.411975875933
694,70189040,SLAYERDanny,2022-01-01,466,5053766.0,2728146,1405620,920000.0,36385806.0,31543688.0,1854226,7.199740945663096
568,66144116,NjörD Farm,2022-01-01,760,597974.0,298987,0,1027164.468,36448331.0,35290640.0,298987,60.95303641964367
709,79101788,lovebird1,2022-01-01,906,1227.0,1227,0,0.0,36484200.0,31097474.0,1227,29734.474327628363
552,71268595,Slayer X Minato,2022-01-01,574,3063204.0,1130258,1772946,160000.0,36504664.0,35906750.0,833769,11.917150800273179
623,70654401,ʷʷ Hoshi,2022-01-01,438,5769788.0,4288512,1461276,20000.0,36511691.0,33894508.0,2956858,6.328081898329713
622,79837494,ᴾᴿᴼシ F1,2022-01-01,673,1714194.936,924355,477210,312629.936,36558279.0,33986598.0,924319,21.326792088948277
651,96055460,M3llow Poro,2022-01-01,711,1242987.0,915067,307920,20000.0,36585914.0,32973301.0,712128,29.433866967232962
640,79083099,BENORAN,2022-01-01,689,1516581.0,1122573,394008,0.0,36587316.0,33585708.0,720634,24.124867712308145
571,83307848,SlayerˣAdragar,2022-01-01,658,1911648.0,858270,1053378,0.0,36612405.0,35260140.0,3813956,19.152273326470144
611,83311677,Slayer x SooKe,2022-01-01,602,2690110.9680000003,806447,1853322,30341.967999999997,36627562.0,34417500.0,576124,13.615632379370306
604,84881332,UmayKhan,2022-01-01,776,447750.0,447750,0,0.0,36645290.0,34678777.0,300075,81.84319374651032
572,79444007,CANİK TR,2022-01-01,477,4793594.0,1673042,3120552,0.0,36651269.0,35233982.0,1609441,7.6458851125064
595,77846662,Wings of rss,2022-01-01,341,8206215.0,2168831,2037384,4000000.0,36653990.0,34962596.0,3800955,4.466613414345103
554,86176618,ReindeerGames,2022-01-01,344,8140410.044,3693235,3522804,924371.0440000001,36677370.0,35787543.0,2566588,4.50559244580481
586,73495285,PICCO Farm,2022-01-01,850,54160.0,54160,0,0.0,36690315.0,35063310.0,54160,677.4430391432792
639,79607276,Slayer X Erica,2022-01-01,706,1321698.0,647922,673776,0.0,36690487.0,33586261.0,502534,27.76011388380704
551,72502696,ヤ DarkHadi,2022-01-01,826,131463.0,131463,0,0.0,36766818.0,35920946.0,80354,279.67426576299033
555,74919143,Flintチだ院,2022-01-01,567,3152484.0,1183416,1969068,0.0,36774236.0,35702251.0,856377,11.66516182159846
559,76050609,Pirate D waow,2022-01-01,390,6908905.0,4285183,2623722,0.0,36805756.0,35495808.0,3623047,5.327292240955694
769,95676642,Just Morenth,2022-01-01,208,13253166.564000001,8244915,4568250,440001.564,36816621.0,28977886.0,6337527,2.7779490148419446
537,66903398,Slayer Prëtty,2022-01-01,463,5104919.0,2265137,2299782,540000.0,36827550.0,36353435.0,1449510,7.21413013605113
495,63082694,모조 Mojo M,2022-01-01,833,108340.0,108340,0,0.0,36845707.0,38387880.0,65688,340.09328964371423
584,1519039,Mini Marsh 01,2022-01-01,1096,0.0,0,0,0.0,36887261.0,35068475.0,0,inf
540,46217069,Khaled Ben Wali,2022-01-01,717,1165183.0,131431,1033752,0.0,36888668.0,36247801.0,104444,31.659119640434163
596,77683403,ᴷᴳ김사나,2022-01-01,526,3918828.0,820308,1139106,4000000.0,36994938.0,34948712.0,631667,9.440306642700317
556,22020212,Ya ustal pzd,2022-01-01,578,3030290.0,1996736,1033554,0.0,36997181.0,35660426.0,1304276,12.209122229225585
542,79819283,SlayerₓGANJA,2022-01-01,647,2029015.0,1465763,423252,140000.0,37002223.0,36199949.0,1395194,18.23654482593771
564,69665867,Queen jail,2022-01-01,663,1856275.4119999998,1223317,391404,241554.41199999998,37008820.0,35401402.0,772691,19.937138509056545
646,87615855,VR Sage,2022-01-01,481,4741504.0,3126076,1255428,360000.0,37025815.0,33344932.0,2036943,7.808875622587263
